feature_id,feature_name,feature_description,product_id,meaningful_floor_events,deep_threshold_events
F00830,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0186,P0186,39550,158200
F00831,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for AWS SKU-0186,P0186,10483,41935
F00832,GlobalProtect,GlobalProtect capability delivered within Prisma Access Remote Networks SKU-0187,P0187,37839,151358
F00833,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0187,P0187,317393,1269575
F00834,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0187,P0187,808114,3232456
F00835,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0187,P0187,1241078,4964312
F00836,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0187,P0187,13672,54691
F00837,SD-WAN,SD-WAN capability delivered within Prisma Access Remote Networks SKU-0187,P0187,96731,386927
F00838,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0188,P0188,510133,2040533
F00839,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0188,P0188,6740,26963
F00840,SaaS Security,SaaS Security capability delivered within Prisma Access Browser SKU-0188,P0188,6284,25139
F00841,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Browser SKU-0188,P0188,14676,58704
F00842,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Browser SKU-0188,P0188,21806,87226
F00843,Enterprise DLP,Enterprise DLP capability delivered within PA-3410 SKU-0189,P0189,393277,1573109
F00844,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-3410 SKU-0189,P0189,266557,1066231
F00845,Advanced DNS Security,Advanced DNS Security capability delivered within PA-3410 SKU-0189,P0189,16609,66438
F00846,IoT/OT Security,IoT/OT Security capability delivered within PA-3410 SKU-0189,P0189,27381,109526
F00847,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0190,P0190,9231,36926
F00848,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0190,P0190,41895,167580
F00849,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0190,P0190,221583,886332
F00850,GlobalProtect,GlobalProtect capability delivered within PA-3410 SKU-0191,P0191,27355,109423
F00851,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-3410 SKU-0191,P0191,20556,82225
F00852,Advanced WildFire,Advanced WildFire capability delivered within PA-3410 SKU-0191,P0191,10781,43127
F00853,Decryption,Decryption capability delivered within PA-3410 SKU-0191,P0191,8120,32480
F00854,App-ID,App-ID capability delivered within PA-3410 SKU-0191,P0191,293554,1174216
F00855,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-3410 SKU-0191,P0191,14004,56016
F00856,App-ID,App-ID capability delivered within CN-Series SKU-0192,P0192,11172,44690
F00857,Enterprise DLP,Enterprise DLP capability delivered within CN-Series SKU-0192,P0192,10686,42746
F00858,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0192,P0192,11409,45638
F00859,Decryption,Decryption capability delivered within VM-300 SKU-0193,P0193,24637,98548
F00860,App-ID,App-ID capability delivered within VM-300 SKU-0193,P0193,30862,123449
F00861,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0193,P0193,5944,23778
F00862,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0193,P0193,11058,44232
F00863,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for AWS SKU-0194,P0194,34863,139452
F00864,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0194,P0194,391933,1567732
F00865,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0194,P0194,14123,56493
F00866,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0195,P0195,784599,3138399
F00867,Enterprise DLP,Enterprise DLP capability delivered within CN-Series SKU-0195,P0195,16804,67216
F00868,Decryption,Decryption capability delivered within CN-Series SKU-0195,P0195,4562,18250
F00869,GlobalProtect,GlobalProtect capability delivered within VM-300 SKU-0196,P0196,33126,132505
F00870,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0196,P0196,752147,3008589
F00871,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0196,P0196,512815,2051260
F00872,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Mobile Users SKU-0197,P0197,216625,866500
F00873,App-ID,App-ID capability delivered within Prisma Access Mobile Users SKU-0197,P0197,9237,36951
F00874,AI Access Security,AI Access Security capability delivered within Prisma Access Mobile Users SKU-0197,P0197,11409,45636
F00875,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0197,P0197,245737,982948
F00876,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0198,P0198,7139,28559
F00877,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0198,P0198,141273,565092
F00878,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0198,P0198,202075,808303
F00879,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-410 SKU-0199,P0199,252174,1008697
F00880,IoT/OT Security,IoT/OT Security capability delivered within PA-410 SKU-0199,P0199,198887,795548
F00881,Advanced WildFire,Advanced WildFire capability delivered within PA-410 SKU-0199,P0199,4258,17032
F00882,App-ID,App-ID capability delivered within PA-410 SKU-0199,P0199,425823,1703294
F00883,Enterprise DLP,Enterprise DLP capability delivered within PA-410 SKU-0199,P0199,14061,56246
F00884,Advanced DNS Security,Advanced DNS Security capability delivered within PA-410 SKU-0199,P0199,429157,1716631
F00885,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-410 SKU-0200,P0200,934885,3739543
F00886,Advanced WildFire,Advanced WildFire capability delivered within PA-410 SKU-0200,P0200,11600,46403
F00887,Advanced DNS Security,Advanced DNS Security capability delivered within PA-410 SKU-0200,P0200,9440,37760
F00888,Decryption,Decryption capability delivered within PA-410 SKU-0200,P0200,423772,1695088
F00889,App-ID,App-ID capability delivered within PA-410 SKU-0200,P0200,6802,27210
F00890,IoT/OT Security,IoT/OT Security capability delivered within PA-460 SKU-0201,P0201,13881,55524
F00891,Advanced WildFire,Advanced WildFire capability delivered within PA-460 SKU-0201,P0201,9546,38185
F00892,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-460 SKU-0201,P0201,397622,1590488
F00893,Decryption,Decryption capability delivered within PA-460 SKU-0201,P0201,23677,94708
F00894,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-460 SKU-0201,P0201,1270584,5082336
F00895,GlobalProtect,GlobalProtect capability delivered within PA-460 SKU-0201,P0201,5334,21338
F00896,Decryption,Decryption capability delivered within PA-5445 SKU-0202,P0202,177694,710776
F00897,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5445 SKU-0202,P0202,14758,59033
F00898,Advanced WildFire,Advanced WildFire capability delivered within PA-5445 SKU-0202,P0202,6380,25522
F00899,IoT/OT Security,IoT/OT Security capability delivered within PA-5445 SKU-0202,P0202,29750,119003
F00900,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5445 SKU-0202,P0202,13389,53557
F00901,App-ID,App-ID capability delivered within VM-300 SKU-0203,P0203,464980,1859922
F00902,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0203,P0203,22388,89552
F00903,GlobalProtect,GlobalProtect capability delivered within VM-300 SKU-0203,P0203,30253,121014
F00904,Decryption,Decryption capability delivered within VM-300 SKU-0203,P0203,132570,530281
F00905,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0203,P0203,1341699,5366796
F00906,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0203,P0203,11007,44029
F00907,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0204,P0204,29681,118726
F00908,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0204,P0204,8881,35524
F00909,AI Access Security,AI Access Security capability delivered within Prisma Access Remote Networks SKU-0204,P0204,682927,2731708
F00910,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0204,P0204,13975,55900
F00911,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0204,P0204,123930,495721
F00912,GlobalProtect,GlobalProtect capability delivered within Prisma Access Remote Networks SKU-0204,P0204,1299257,5197029
F00913,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0205,P0205,231998,927992
F00914,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0205,P0205,352390,1409560
F00915,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0205,P0205,4050,16200
F00916,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0205,P0205,13844,55378
F00917,Decryption,Decryption capability delivered within CN-Series SKU-0205,P0205,16039,64156
F00918,GlobalProtect,GlobalProtect capability delivered within PA-5445 SKU-0206,P0206,9666,38666
F00919,IoT/OT Security,IoT/OT Security capability delivered within PA-5445 SKU-0206,P0206,24248,96992
F00920,App-ID,App-ID capability delivered within PA-5445 SKU-0206,P0206,465306,1861226
F00921,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-460 SKU-0207,P0207,584798,2339193
F00922,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-460 SKU-0207,P0207,9750,39002
F00923,Advanced DNS Security,Advanced DNS Security capability delivered within PA-460 SKU-0207,P0207,4192,16768
F00924,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0208,P0208,13903,55612
F00925,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for Azure SKU-0208,P0208,20851,83404
F00926,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0208,P0208,11670,46681
F00927,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0208,P0208,487481,1949927
F00928,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0208,P0208,39959,159836
F00929,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0208,P0208,10518,42072
F00930,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0209,P0209,10281,41125
F00931,App-ID,App-ID capability delivered within Prisma Access Mobile Users SKU-0209,P0209,1268052,5072210
F00932,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0209,P0209,32205,128820
F00933,GlobalProtect,GlobalProtect capability delivered within Prisma Access Mobile Users SKU-0209,P0209,10712,42849
F00934,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Mobile Users SKU-0209,P0209,512663,2050654
F00935,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0210,P0210,32860,131442
F00936,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0210,P0210,13611,54445
F00937,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0210,P0210,40396,161587
F00938,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0211,P0211,23541,94167
F00939,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0211,P0211,285900,1143603
F00940,Decryption,Decryption capability delivered within VM-100 SKU-0211,P0211,4931,19727
F00941,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0211,P0211,9903,39613
F00942,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0211,P0211,32896,131585
F00943,Enterprise DLP,Enterprise DLP capability delivered within VM-100 SKU-0211,P0211,608227,2432909
F00944,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0212,P0212,159156,636624
F00945,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0212,P0212,11450,45803
F00946,SaaS Security,SaaS Security capability delivered within Prisma Access Remote Networks SKU-0212,P0212,485303,1941212
F00947,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Remote Networks SKU-0212,P0212,12245,48983
F00948,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0212,P0212,30423,121694
F00949,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0212,P0212,539355,2157420
F00950,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0213,P0213,5754,23016
F00951,GlobalProtect,GlobalProtect capability delivered within VM-100 SKU-0213,P0213,798351,3193406
F00952,Decryption,Decryption capability delivered within VM-100 SKU-0213,P0213,9018,36072
F00953,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0213,P0213,10872,43488
F00954,App-ID,App-ID capability delivered within VM-100 SKU-0213,P0213,155538,622153
F00955,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0213,P0213,211810,847240
F00956,App-ID,App-ID capability delivered within PA-7500 SKU-0214,P0214,17458,69833
F00957,IoT/OT Security,IoT/OT Security capability delivered within PA-7500 SKU-0214,P0214,1291970,5167880
F00958,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-7500 SKU-0214,P0214,127930,511722
